Time Stamp,Temperature Ambient,GlobHoriz,HorizBeam,HorizDiff,WindSpeed
2015-01-01 01:00:00,-11.9,0,0,0,4.4
2015-01-01 02:00:00,-14.3,0,0,0,8.1
2015-01-01 03:00:00,-16.2,0,0,0,8.9
2015-01-01 04:00:00,-17.6,0,0,0,10.3
2015-01-01 05:00:00,-18.5,0,0,0,8.6
2015-01-01 06:00:00,-19.2,0,0,0,5.8
2015-01-01 07:00:00,-18.3,0,0,0,5.3
2015-01-01 08:00:00,-17.8,3,0,3,8.1
2015-01-01 09:00:00,-18.3,41,106,32,6.7
2015-01-01 10:00:00,-18.3,169,515,57,8.1
2015-01-01 11:00:00,-17.8,278,642,73,9.7
2015-01-01 12:00:00,-17.2,345,631,106,10.8
2015-01-01 13:00:00,-18.3,301,329,171,13.3
2015-01-01 14:00:00,-13.3,274,324,155,10.8
2015-01-01 15:00:00,-12.2,159,104,129,7.5
2015-01-01 16:00:00,-10,45,0,45,7.2
2015-01-01 17:00:00,-11.1,13,0,13,8.6
2015-01-01 18:00:00,-12.2,3,0,3,8.6
2015-01-01 19:00:00,-13.9,0,0,0,5.3
2015-01-01 20:00:00,-15,0,0,0,3.9
2015-01-01 21:00:00,-15,0,0,0,4.4
2015-01-01 22:00:00,-15,0,0,0,5.3
2015-01-01 23:00:00,-15.6,0,0,0,5.3
2015-01-02 00:00:00,-16.1,0,0,0,5.3
2015-01-02 01:00:00,-16.7,0,0,0,5.3
2015-01-02 02:00:00,-16.7,0,0,0,4.4
2015-01-02 03:00:00,-16.7,0,0,0,3.9
2015-01-02 04:00:00,-13.9,0,0,0,5.3
2015-01-02 05:00:00,-12.8,0,0,0,4.4
2015-01-02 06:00:00,-11.7,0,0,0,5.3
2015-01-02 07:00:00,-11.1,0,0,0,5.3
2015-01-02 08:00:00,-11.1,2,0,2,4.4
2015-01-02 09:00:00,-10.6,24,0,24,3.9
2015-01-02 10:00:00,-10.6,70,0,70,3.6
2015-01-02 11:00:00,-10,144,20,137,4.4
2015-01-02 12:00:00,-10,217,103,178,5
2015-01-02 13:00:00,-9.4,273,233,181,3.9
2015-01-02 14:00:00,-8.9,197,82,167,3.1
2015-01-02 15:00:00,-8.9,108,3,107,3.1
2015-01-02 16:00:00,-9.4,69,3,68,2.8
2015-01-02 17:00:00,-9.4,21,0,21,1.4
2015-01-02 18:00:00,-9.4,3,0,3,0.6
2015-01-02 19:00:00,-10,0,0,0,1.7
2015-01-02 20:00:00,-10,0,0,0,2.2
2015-01-02 21:00:00,-7.8,0,0,0,5.8
2015-01-02 22:00:00,-8.9,0,0,0,5.3
2015-01-02 23:00:00,-8.9,0,0,0,3.9
2015-01-03 00:00:00,-7.8,0,0,0,3.9
2015-01-03 01:00:00,-7.8,0,0,0,2.2
2015-01-03 02:00:00,-8.3,0,0,0,0.8
2015-01-03 03:00:00,-8.9,0,0,0,2.8
2015-01-03 04:00:00,-8.9,0,0,0,3.1
2015-01-03 05:00:00,-8.3,0,0,0,3.1
2015-01-03 06:00:00,-8.3,0,0,0,2.8
2015-01-03 07:00:00,-8.3,0,0,0,3.6
2015-01-03 08:00:00,-8.3,4,0,4,4.4
2015-01-03 09:00:00,-8.3,32,12,31,2.8
2015-01-03 10:00:00,-10,111,75,94,2.8
2015-01-03 11:00:00,-7.8,201,148,153,2.2
2015-01-03 12:00:00,-6.7,198,69,172,4.4
2015-01-03 13:00:00,-6.1,174,7,171,5.3
2015-01-03 14:00:00,-7.2,168,49,149,3.6
2015-01-03 15:00:00,-6.7,120,4,119,4.4
2015-01-03 16:00:00,-7.2,78,33,72,3.1
2015-01-03 17:00:00,-8.9,30,36,28,1.4
2015-01-03 18:00:00,-12.2,5,0,5,3.1
2015-01-03 19:00:00,-11.7,0,0,0,3.1
2015-01-03 20:00:00,-13.3,0,0,0,3.1
2015-01-03 21:00:00,-13.3,0,0,0,5.3
2015-01-03 22:00:00,-13.3,0,0,0,3.6
2015-01-03 23:00:00,-11.7,0,0,0,3.6
2015-01-04 00:00:00,-12.2,0,0,0,3.9
2015-01-04 01:00:00,-12.2,0,0,0,4.4
2015-01-04 02:00:00,-10.6,0,0,0,5.3
2015-01-04 03:00:00,-12.2,0,0,0,3.6
2015-01-04 04:00:00,-11.1,0,0,0,6.4
2015-01-04 05:00:00,-10.6,0,0,0,4.4
2015-01-04 06:00:00,-10,0,0,0,6.4
2015-01-04 07:00:00,-11.7,0,0,0,6.4
2015-01-04 08:00:00,-13.3,4,0,4,5.3
2015-01-04 09:00:00,-12.8,53,289,28,6.4
2015-01-04 10:00:00,-11.1,180,596,49,6.7
2015-01-04 11:00:00,-10,300,766,54,8.6
2015-01-04 12:00:00,-10,378,838,58,7.2
2015-01-04 13:00:00,-10,402,856,60,5.8
2015-01-04 14:00:00,-10,373,747,97,6.4
2015-01-04 15:00:00,-10,305,739,85,8.1
2015-01-04 16:00:00,-10.6,177,634,59,6.4
2015-01-04 17:00:00,-11.1,57,177,45,5.3
2015-01-04 18:00:00,-12.2,6,0,6,5.3
2015-01-04 19:00:00,-12.8,0,0,0,5.3
2015-01-04 20:00:00,-12.8,0,0,0,5
2015-01-04 21:00:00,-13.3,0,0,0,4.4
2015-01-04 22:00:00,-13.3,0,0,0,2.8
2015-01-04 23:00:00,-12.8,0,0,0,3.1
2015-01-05 00:00:00,-13.3,0,0,0,3.9
2015-01-05 01:00:00,-13.9,0,0,0,5.3
2015-01-05 02:00:00,-14.4,0,0,0,4.4
2015-01-05 03:00:00,-13.9,0,0,0,4.4
2015-01-05 04:00:00,-14.4,0,0,0,6.4
2015-01-05 05:00:00,-13.9,0,0,0,6.4
2015-01-05 06:00:00,-13.9,0,0,0,6.4
2015-01-05 07:00:00,-13.9,0,0,0,7.2
2015-01-05 08:00:00,-13.3,3,0,3,4.4
2015-01-05 09:00:00,-11.7,40,98,31,4.4
2015-01-05 10:00:00,-12.8,143,247,89,3.6
2015-01-05 11:00:00,-11.7,261,433,121,3.6
2015-01-05 12:00:00,-10.6,362,683,99,3.9
2015-01-05 13:00:00,-10,378,680,105,5.3
2015-01-05 14:00:00,-9.4,315,486,134,5
2015-01-05 15:00:00,-10,204,257,127,4.4
2015-01-05 16:00:00,-10.6,90,61,78,3.6
2015-01-05 17:00:00,-10.6,26,9,25,2.8
2015-01-05 18:00:00,-11.1,3,0,3,2.2
2015-01-05 19:00:00,-11.1,0,0,0,3.9
2015-01-05 20:00:00,-11.1,0,0,0,2.8
2015-01-05 21:00:00,-11.1,0,0,0,2.2
2015-01-05 22:00:00,-11.1,0,0,0,0.8
2015-01-05 23:00:00,-11.1,0,0,0,1.4
2015-01-06 00:00:00,-10,0,0,0,1.7
2015-01-06 01:00:00,-8.9,0,0,0,1.7
2015-01-06 02:00:00,-8.9,0,0,0,1.7
2015-01-06 03:00:00,-7.2,0,0,0,1.7
2015-01-06 04:00:00,-6.7,0,0,0,3.6
2015-01-06 05:00:00,-5.6,0,0,0,5
2015-01-06 06:00:00,-5.6,0,0,0,5.3
2015-01-06 07:00:00,-5.6,0,0,0,2.8
2015-01-06 08:00:00,-4.4,2,0,2,6.4
2015-01-06 09:00:00,-3.9,21,0,21,7.5
2015-01-06 10:00:00,-3.3,37,0,37,8.1
2015-01-06 11:00:00,-3.3,43,0,43,8.6
2015-01-06 12:00:00,-3.3,46,0,46,5.8
2015-01-06 13:00:00,-2.2,48,0,48,7.2
2015-01-06 14:00:00,-2.2,37,0,37,6.4
2015-01-06 15:00:00,-2.2,24,0,24,7.2
2015-01-06 16:00:00,-1.7,13,0,13,5.8
2015-01-06 17:00:00,-1.1,6,0,6,6.7
2015-01-06 18:00:00,-1.7,1,0,1,8.1
2015-01-06 19:00:00,-1.7,0,0,0,7.5
2015-01-06 20:00:00,-1.1,0,0,0,7.5
2015-01-06 21:00:00,-1.1,0,0,0,7.5
2015-01-06 22:00:00,-0.6,0,0,0,8.1
2015-01-06 23:00:00,-1.1,0,0,0,10.8
2015-01-07 00:00:00,-2.2,0,0,0,9.7
2015-01-07 01:00:00,-3.9,0,0,0,6.4
2015-01-07 02:00:00,-4.4,0,0,0,3.9
2015-01-07 03:00:00,-3.9,0,0,0,4.4
2015-01-07 04:00:00,-3.9,0,0,0,5.3
2015-01-07 05:00:00,-4.4,0,0,0,3.9
2015-01-07 06:00:00,-4.4,0,0,0,3.9
2015-01-07 07:00:00,-5.6,0,0,0,3.6
2015-01-07 08:00:00,-6.7,3,0,3,3.6
2015-01-07 09:00:00,-8.3,37,38,34,2.8
2015-01-07 10:00:00,-6.1,146,273,85,2.8
2015-01-07 11:00:00,-6.7,220,244,141,1.7
2015-01-07 12:00:00,-6.7,221,103,181,3.9
2015-01-07 13:00:00,-3.9,214,71,185,8.9
2015-01-07 14:00:00,-4.4,149,14,144,10.3
2015-01-07 15:00:00,-5,98,0,98,9.7
2015-01-07 16:00:00,-5.6,69,0,69,9.4
2015-01-07 17:00:00,-6.1,32,18,31,8.9
2015-01-07 18:00:00,-6.7,8,0,8,13.3
2015-01-07 19:00:00,-7.2,0,0,0,12.5
2015-01-07 20:00:00,-7.2,0,0,0,10.3
2015-01-07 21:00:00,-7.2,0,0,0,9.7
2015-01-07 22:00:00,-8.3,0,0,0,8.1
2015-01-07 23:00:00,-8.9,0,0,0,10.8
2015-01-08 00:00:00,-8.3,0,0,0,9.7
2015-01-08 01:00:00,-9.4,0,0,0,7.5
2015-01-08 02:00:00,-9.4,0,0,0,8.1
2015-01-08 03:00:00,-9.4,0,0,0,7.2
2015-01-08 04:00:00,-10,0,0,0,8.1
2015-01-08 05:00:00,-10,0,0,0,8.1
2015-01-08 06:00:00,-11.1,0,0,0,5.3
2015-01-08 07:00:00,-12.2,0,0,0,5
2015-01-08 08:00:00,-12.8,4,0,4,2.8
2015-01-08 09:00:00,-14.4,40,55,35,2.2
2015-01-08 10:00:00,-13.9,160,334,85,2.2
2015-01-08 11:00:00,-12.8,299,717,65,2.2
2015-01-08 12:00:00,-12.2,383,790,76,1.4
2015-01-08 13:00:00,-11.7,413,761,103,2.2
2015-01-08 14:00:00,-10.6,349,654,102,1.7
2015-01-08 15:00:00,-10.6,249,448,111,1.4
2015-01-08 16:00:00,-11.1,126,242,78,1.4
2015-01-08 17:00:00,-12.2,39,106,32,1.4
2015-01-08 18:00:00,-12.8,6,0,6,1.7
2015-01-08 19:00:00,-12.8,0,0,0,2.8
2015-01-08 20:00:00,-11.7,0,0,0,3.6
2015-01-08 21:00:00,-13.3,0,0,0,1.7
2015-01-08 22:00:00,-12.2,0,0,0,3.1
2015-01-08 23:00:00,-9.4,0,0,0,5
2015-01-09 00:00:00,-9.4,0,0,0,3.9
2015-01-09 01:00:00,-10.6,0,0,0,5.8
2015-01-09 02:00:00,-10.6,0,0,0,6.4
2015-01-09 03:00:00,-10,0,0,0,4.4
2015-01-09 04:00:00,-8.9,0,0,0,5.3
2015-01-09 05:00:00,-8.9,0,0,0,5.3
2015-01-09 06:00:00,-8.9,0,0,0,5.3
2015-01-09 07:00:00,-7.8,0,0,0,3.9
2015-01-09 08:00:00,-7.8,1,0,1,2.8
2015-01-09 09:00:00,-10,9,0,9,4.4
2015-01-09 10:00:00,-10.6,22,0,22,2.8
2015-01-09 11:00:00,-9.4,116,1,116,0
2015-01-09 12:00:00,-7.2,229,114,185,1.7
2015-01-09 13:00:00,-2.2,276,189,199,8.1
2015-01-09 14:00:00,-3.3,209,60,186,6.7
2015-01-09 15:00:00,-5.6,173,97,143,10.3
2015-01-09 16:00:00,-6.1,155,366,82,6.7
2015-01-09 17:00:00,-7.8,61,179,49,9.4
2015-01-09 18:00:00,-8.9,8,0,8,8.9
2015-01-09 19:00:00,-8.9,0,0,0,8.6
2015-01-09 20:00:00,-8.9,0,0,0,8.6
2015-01-09 21:00:00,-10,0,0,0,7.2
2015-01-09 22:00:00,-10.6,0,0,0,7.5
2015-01-09 23:00:00,-11.1,0,0,0,7.2
2015-01-10 00:00:00,-10,0,0,0,7.5
2015-01-10 01:00:00,-8.9,0,0,0,6.7
2015-01-10 02:00:00,-9.4,0,0,0,7.2
2015-01-10 03:00:00,-9.4,0,0,0,5.3
2015-01-10 04:00:00,-10,0,0,0,3.6
2015-01-10 05:00:00,-9.4,0,0,0,6.4
2015-01-10 06:00:00,-8.9,0,0,0,7.2
2015-01-10 07:00:00,-8.3,0,0,0,7.2
2015-01-10 08:00:00,-8.9,3,0,3,8.1
2015-01-10 09:00:00,-11.7,27,0,27,4.4
2015-01-10 10:00:00,-11.7,120,93,99,3.1
2015-01-10 11:00:00,-11.1,208,153,158,3.6
2015-01-10 12:00:00,-11.1,223,68,196,3.9
2015-01-10 13:00:00,-10.6,218,72,188,5.8
2015-01-10 14:00:00,-10,253,181,184,4.4
2015-01-10 15:00:00,-9.4,183,117,146,8.1
2015-01-10 16:00:00,-10,93,51,83,5.3
2015-01-10 17:00:00,-10,39,107,33,5.8
2015-01-10 18:00:00,-10,9,0,9,5
2015-01-10 19:00:00,-10,0,0,0,4.4
2015-01-10 20:00:00,-12.2,0,0,0,3.1
2015-01-10 21:00:00,-11.7,0,0,0,5
2015-01-10 22:00:00,-12.8,0,0,0,5
2015-01-10 23:00:00,-14.4,0,0,0,3.1
2015-01-11 00:00:00,-16.7,0,0,0,1.7
2015-01-11 01:00:00,-16.1,0,0,0,0
2015-01-11 02:00:00,-13.3,0,0,0,2.8
2015-01-11 03:00:00,-11.7,0,0,0,5
2015-01-11 04:00:00,-11.7,0,0,0,3.6
2015-01-11 05:00:00,-12.2,0,0,0,1.7
2015-01-11 06:00:00,-13.9,0,0,0,0.8
2015-01-11 07:00:00,-13.3,0,0,0,1.7
2015-01-11 08:00:00,-14.4,8,0,8,0.8
2015-01-11 09:00:00,-13.3,53,229,32,1.7
2015-01-11 10:00:00,-10.6,106,58,93,1.4
2015-01-11 11:00:00,-9.4,189,91,159,0
2015-01-11 12:00:00,-8.3,243,95,206,0
2015-01-11 13:00:00,-6.7,211,42,194,0
2015-01-11 14:00:00,-3.9,191,37,177,6.4
2015-01-11 15:00:00,-3.9,114,2,114,5.3
2015-01-11 16:00:00,-4.4,45,0,45,5.3
2015-01-11 17:00:00,-5,20,0,20,5.3
2015-01-11 18:00:00,-5.6,3,0,3,8.9
2015-01-11 19:00:00,-5.6,0,0,0,5.3
2015-01-11 20:00:00,-5.6,0,0,0,5.3
2015-01-11 21:00:00,-5.6,0,0,0,5.3
2015-01-11 22:00:00,-5.6,0,0,0,7.2
2015-01-11 23:00:00,-5.6,0,0,0,6.4
2015-01-12 00:00:00,-5.6,0,0,0,6.4
2015-01-12 01:00:00,-6.7,0,0,0,7.2
2015-01-12 02:00:00,-6.1,0,0,0,6.4
2015-01-12 03:00:00,-6.1,0,0,0,5
2015-01-12 04:00:00,-5.6,0,0,0,4.4
2015-01-12 05:00:00,-5,0,0,0,3.6
2015-01-12 06:00:00,-6.1,0,0,0,3.6
2015-01-12 07:00:00,-6.1,0,0,0,3.1
2015-01-12 08:00:00,-6.1,1,0,1,3.6
2015-01-12 09:00:00,-6.1,14,0,14,2.8
2015-01-12 10:00:00,-5.6,99,37,91,1.7
2015-01-12 11:00:00,-6.7,202,132,158,0.8
2015-01-12 12:00:00,-5.6,248,99,208,1.7
2015-01-12 13:00:00,-4.4,324,348,180,3.9
2015-01-12 14:00:00,-4.4,254,173,187,3.1
2015-01-12 15:00:00,-5.6,132,12,128,2.8
2015-01-12 16:00:00,-6.1,72,0,72,3.9
2015-01-12 17:00:00,-6.7,21,0,21,2.2
2015-01-12 18:00:00,-7.2,3,0,3,4.4
2015-01-12 19:00:00,-7.2,0,0,0,4.4
2015-01-12 20:00:00,-7.2,0,0,0,3.9
2015-01-12 21:00:00,-7.2,0,0,0,5.3
2015-01-12 22:00:00,-8.3,0,0,0,5.3
2015-01-12 23:00:00,-11.1,0,0,0,3.9
2015-01-13 00:00:00,-10,0,0,0,3.9
2015-01-13 01:00:00,-9.4,0,0,0,5.3
2015-01-13 02:00:00,-9.4,0,0,0,7.2
2015-01-13 03:00:00,-10,0,0,0,5.3
2015-01-13 04:00:00,-12.2,0,0,0,3.9
2015-01-13 05:00:00,-11.1,0,0,0,5
2015-01-13 06:00:00,-10,0,0,0,5.3
2015-01-13 07:00:00,-11.1,0,0,0,5.3
2015-01-13 08:00:00,-10.6,3,0,3,5
2015-01-13 09:00:00,-10.6,33,3,32,6.4
2015-01-13 10:00:00,-7.2,130,116,103,5.3
2015-01-13 11:00:00,-6.1,275,454,123,5.3
2015-01-13 12:00:00,-4.4,390,732,99,4.4
2015-01-13 13:00:00,-3.9,418,855,61,6.7
2015-01-13 14:00:00,-3.3,390,847,59,7.2
2015-01-13 15:00:00,-3.3,311,751,70,4.4
2015-01-13 16:00:00,-2.8,174,590,49,3.6
2015-01-13 17:00:00,-3.9,55,259,37,4.4
2015-01-13 18:00:00,-4.4,6,0,6,5.8
2015-01-13 19:00:00,-3.9,0,0,0,6.4
2015-01-13 20:00:00,-5,0,0,0,5.3
2015-01-13 21:00:00,-5,0,0,0,6.4
2015-01-13 22:00:00,-5.6,0,0,0,5.8
2015-01-13 23:00:00,-4.4,0,0,0,8.1
2015-01-14 00:00:00,-3.9,0,0,0,7.2
2015-01-14 01:00:00,-3.3,0,0,0,8.6
2015-01-14 02:00:00,-3.3,0,0,0,6.4
2015-01-14 03:00:00,-3.3,0,0,0,6.4
2015-01-14 04:00:00,-2.8,0,0,0,6.7
2015-01-14 05:00:00,-2.8,0,0,0,7.2
2015-01-14 06:00:00,-2.8,0,0,0,6.7
2015-01-14 07:00:00,-2.8,0,0,0,8.9
2015-01-14 08:00:00,-3.3,5,0,5,8.1
2015-01-14 09:00:00,-5,35,11,34,5.8
2015-01-14 10:00:00,-4.4,111,56,98,5.8
2015-01-14 11:00:00,-3.9,247,348,130,7.5
2015-01-14 12:00:00,-3.3,370,616,123,6.7
2015-01-14 13:00:00,-2.8,419,803,81,6.4
2015-01-14 14:00:00,-2.2,395,850,59,7.2
2015-01-14 15:00:00,-1.7,314,770,64,5.8
2015-01-14 16:00:00,-2.8,189,663,47,6.4
2015-01-14 17:00:00,-3.9,65,289,44,5.8
2015-01-14 18:00:00,-5.6,8,0,8,2.8
2015-01-14 19:00:00,-6.7,0,0,0,5.3
2015-01-14 20:00:00,-5.6,0,0,0,6.7
2015-01-14 21:00:00,-6.7,0,0,0,0.8
2015-01-14 22:00:00,-6.7,0,0,0,0.8
2015-01-14 23:00:00,-8.3,0,0,0,2.8
2015-01-15 00:00:00,-10,0,0,0,3.6
2015-01-15 01:00:00,-11.1,0,0,0,2.8
2015-01-15 02:00:00,-12.8,0,0,0,3.1
2015-01-15 03:00:00,-13.9,0,0,0,3.6
2015-01-15 04:00:00,-15,0,0,0,2.8
2015-01-15 05:00:00,-15,0,0,0,3.6
2015-01-15 06:00:00,-14.4,0,0,0,3.6
2015-01-15 07:00:00,-11.7,0,0,0,5.3
2015-01-15 08:00:00,-10,11,0,11,4.4
2015-01-15 09:00:00,-10,85,323,54,3.6
2015-01-15 10:00:00,-11.1,220,646,69,4.4
2015-01-15 11:00:00,-11.1,343,798,73,2.8
2015-01-15 12:00:00,-10,418,873,66,3.6
2015-01-15 13:00:00,-9.4,438,879,65,3.9
2015-01-15 14:00:00,-8.9,407,865,63,2.8
2015-01-15 15:00:00,-7.8,317,752,71,1.4
2015-01-15 16:00:00,-8.9,202,664,57,1.7
2015-01-15 17:00:00,-8.9,76,217,59,3.1
2015-01-15 18:00:00,-10.6,11,0,11,3.6
2015-01-15 19:00:00,-10.6,0,0,0,2.2
2015-01-15 20:00:00,-11.7,0,0,0,1.7
2015-01-15 21:00:00,-16.1,0,0,0,1.7
2015-01-15 22:00:00,-17.8,0,0,0,2.8
2015-01-15 23:00:00,-15.6,0,0,0,2.8
2015-01-16 00:00:00,-17.2,0,0,0,2.8
2015-01-16 01:00:00,-17.8,0,0,0,1.4
2015-01-16 02:00:00,-17.8,0,0,0,1.7
2015-01-16 03:00:00,-19.4,0,0,0,2.2
2015-01-16 04:00:00,-17.2,0,0,0,1.7
2015-01-16 05:00:00,-13.9,0,0,0,1.7
2015-01-16 06:00:00,-12.8,0,0,0,0.8
2015-01-16 07:00:00,-11.1,0,0,0,1.7
2015-01-16 08:00:00,-10.6,3,0,3,0
2015-01-16 09:00:00,-8.9,33,0,33,0
2015-01-16 10:00:00,-4.4,117,67,101,5
2015-01-16 11:00:00,-3.9,173,60,152,7.2
2015-01-16 12:00:00,-3.3,176,6,173,6.4
2015-01-16 13:00:00,-2.8,213,66,184,6.7
2015-01-16 14:00:00,-2.8,194,12,189,7.5
2015-01-16 15:00:00,-2.8,118,0,117,7.2
2015-01-16 16:00:00,-2.2,71,0,71,5.3
2015-01-16 17:00:00,-2.2,11,0,11,6.4
2015-01-16 18:00:00,-1.7,1,0,1,3.1
2015-01-16 19:00:00,-1.7,0,0,0,1.4
2015-01-16 20:00:00,-1.1,0,0,0,2.2
2015-01-16 21:00:00,-1.1,0,0,0,6.7
2015-01-16 22:00:00,-0.6,0,0,0,2.8
2015-01-16 23:00:00,0,0,0,0,5
2015-01-17 00:00:00,0.6,0,0,0,3.6
2015-01-17 01:00:00,0.6,0,0,0,2.8
2015-01-17 02:00:00,0.6,0,0,0,1.7
2015-01-17 03:00:00,0,0,0,0,2.2
2015-01-17 04:00:00,0,0,0,0,2.8
2015-01-17 05:00:00,1.1,0,0,0,1.4
2015-01-17 06:00:00,1.1,0,0,0,2.2
2015-01-17 07:00:00,1.1,0,0,0,2.8
2015-01-17 08:00:00,1.1,3,0,3,1.4
2015-01-17 09:00:00,1.1,15,0,15,1.4
2015-01-17 10:00:00,1.7,32,0,32,2.2
2015-01-17 11:00:00,1.7,65,0,65,1.7
2015-01-17 12:00:00,1.7,94,0,94,2.8
2015-01-17 13:00:00,2.2,112,0,112,1.4
2015-01-17 14:00:00,2.2,95,0,95,1.4
2015-01-17 15:00:00,2.8,65,0,65,1.7
2015-01-17 16:00:00,2.8,42,0,42,1.4
2015-01-17 17:00:00,2.2,16,0,16,1.4
2015-01-17 18:00:00,1.7,2,0,2,2.2
2015-01-17 19:00:00,1.7,0,0,0,2.8
2015-01-17 20:00:00,1.7,0,0,0,2.8
2015-01-17 21:00:00,1.1,0,0,0,1.7
2015-01-17 22:00:00,1.7,0,0,0,3.1
2015-01-17 23:00:00,1.7,0,0,0,4.4
2015-01-18 00:00:00,2.2,0,0,0,6.4
2015-01-18 01:00:00,1.7,0,0,0,5.8
2015-01-18 02:00:00,1.7,0,0,0,6.7
2015-01-18 03:00:00,1.7,0,0,0,6.7
2015-01-18 04:00:00,1.7,0,0,0,6.4
2015-01-18 05:00:00,1.7,0,0,0,6.4
2015-01-18 06:00:00,1.7,0,0,0,4.4
2015-01-18 07:00:00,1.7,0,0,0,4.4
2015-01-18 08:00:00,3.3,1,0,1,3.9
2015-01-18 09:00:00,4.4,8,0,8,5.3
2015-01-18 10:00:00,4.4,21,0,21,6.4
2015-01-18 11:00:00,3.9,35,0,35,5
2015-01-18 12:00:00,4.4,48,0,48,5.3
2015-01-18 13:00:00,3.9,66,0,66,5.3
2015-01-18 14:00:00,3.9,84,0,84,6.7
2015-01-18 15:00:00,3.3,66,0,66,6.4
2015-01-18 16:00:00,2.2,28,0,28,8.1
2015-01-18 17:00:00,2.2,8,0,8,5.8
2015-01-18 18:00:00,2.2,1,0,1,6.4
2015-01-18 19:00:00,2.2,0,0,0,5.3
2015-01-18 20:00:00,1.7,0,0,0,7.2
2015-01-18 21:00:00,1.7,0,0,0,6.4
2015-01-18 22:00:00,1.7,0,0,0,6.4
2015-01-18 23:00:00,1.7,0,0,0,8.1
2015-01-19 00:00:00,1.1,0,0,0,8.1
2015-01-19 01:00:00,0.6,0,0,0,6.4
2015-01-19 02:00:00,0.6,0,0,0,6.4
2015-01-19 03:00:00,0.6,0,0,0,4.4
2015-01-19 04:00:00,0.6,0,0,0,6.7
2015-01-19 05:00:00,0.6,0,0,0,6.4
2015-01-19 06:00:00,0,0,0,0,5
2015-01-19 07:00:00,-0.6,0,0,0,4.4
2015-01-19 08:00:00,-0.6,3,0,3,2.8
2015-01-19 09:00:00,-0.6,20,0,20,3.6
2015-01-19 10:00:00,-0.6,39,0,39,5.3
2015-01-19 11:00:00,0,177,79,149,5.3
2015-01-19 12:00:00,0,308,296,185,6.4
2015-01-19 13:00:00,0.6,382,520,156,8.9
2015-01-19 14:00:00,1.1,426,769,110,5.3
2015-01-19 15:00:00,0.6,346,779,81,4.4
2015-01-19 16:00:00,0,225,573,92,4.4
2015-01-19 17:00:00,-1.1,86,289,60,3.1
2015-01-19 18:00:00,-2.2,12,0,12,1.7
2015-01-19 19:00:00,-3.3,0,0,0,1.4
2015-01-19 20:00:00,-3.9,0,0,0,1.7
2015-01-19 21:00:00,-7.2,0,0,0,1.7
2015-01-19 22:00:00,-7.8,0,0,0,2.8
2015-01-19 23:00:00,-8.3,0,0,0,1.7
2015-01-20 00:00:00,-9.4,0,0,0,2.8
2015-01-20 01:00:00,-10,0,0,0,2.8
2015-01-20 02:00:00,-10.6,0,0,0,1.7
2015-01-20 03:00:00,-11.1,0,0,0,1.7
2015-01-20 04:00:00,-11.1,0,0,0,1.7
2015-01-20 05:00:00,-9.4,0,0,0,1.7
2015-01-20 06:00:00,-7.8,0,0,0,0.8
2015-01-20 07:00:00,-7.8,0,0,0,0.8
2015-01-20 08:00:00,-6.7,8,0,8,2.8
2015-01-20 09:00:00,-5,67,305,35,3.1
2015-01-20 10:00:00,-1.1,197,550,62,4.4
2015-01-20 11:00:00,-0.6,312,672,76,8.1
2015-01-20 12:00:00,0,401,791,71,7.2
2015-01-20 13:00:00,0,438,807,84,5.3
2015-01-20 14:00:00,0.6,417,813,81,8.1
2015-01-20 15:00:00,0.6,348,789,76,6.4
2015-01-20 16:00:00,0.6,219,644,68,5.8
2015-01-20 17:00:00,0,81,332,49,7.2
2015-01-20 18:00:00,-1.1,10,0,10,4.4
2015-01-20 19:00:00,-0.6,0,0,0,4.4
2015-01-20 20:00:00,-1.1,0,0,0,3.6
2015-01-20 21:00:00,-1.1,0,0,0,1.7
2015-01-20 22:00:00,-1.1,0,0,0,2.8
2015-01-20 23:00:00,-1.1,0,0,0,3.1
2015-01-21 00:00:00,-1.1,0,0,0,2.8
2015-01-21 01:00:00,-2.2,0,0,0,0
2015-01-21 02:00:00,-7.8,0,0,0,0
2015-01-21 03:00:00,-8.9,0,0,0,0
2015-01-21 04:00:00,-5.6,0,0,0,0
2015-01-21 05:00:00,-3.9,0,0,0,0
2015-01-21 06:00:00,-2.2,0,0,0,0
2015-01-21 07:00:00,-1.7,0,0,0,2.2
2015-01-21 08:00:00,-1.1,2,0,2,0
2015-01-21 09:00:00,-0.6,17,0,17,0
2015-01-21 10:00:00,0.6,57,0,57,0
2015-01-21 11:00:00,0.6,101,0,101,0
2015-01-21 12:00:00,1.7,133,0,133,0
2015-01-21 13:00:00,1.7,131,0,131,1.7
2015-01-21 14:00:00,2.2,109,0,109,1.4
2015-01-21 15:00:00,2.2,111,0,111,0.8
2015-01-21 16:00:00,2.2,85,1,85,0
2015-01-21 17:00:00,2.2,47,90,38,1.4
2015-01-21 18:00:00,2.2,8,0,8,1.4
2015-01-21 19:00:00,2.2,0,0,0,2.2
2015-01-21 20:00:00,1.7,0,0,0,0
2015-01-21 21:00:00,1.7,0,0,0,0.8
2015-01-21 22:00:00,1.7,0,0,0,1.7
2015-01-21 23:00:00,1.7,0,0,0,1.4
2015-01-22 00:00:00,1.1,0,0,0,0.8
2015-01-22 01:00:00,1.1,0,0,0,0
2015-01-22 02:00:00,0,0,0,0,1.4
2015-01-22 03:00:00,-1.1,0,0,0,0
2015-01-22 04:00:00,-2.8,0,0,0,1.7
