Time Stamp,Temperature Ambient,GlobHoriz,HorizBeam,HorizDiff,WindSpeed
2015-03-04 16:00:00,7.2,26,0,26,2.2
2015-03-04 17:00:00,7.8,11,0,11,3.6
2015-03-04 18:00:00,7.2,1,0,1,4.4
2015-03-04 19:00:00,6.7,0,0,0,3.1
2015-03-04 20:00:00,5.6,0,0,0,3.1
2015-03-04 21:00:00,6.1,0,0,0,3.1
2015-03-04 22:00:00,6.7,0,0,0,1.7
2015-03-04 23:00:00,6.7,0,0,0,5.3
2015-03-05 00:00:00,6.1,0,0,0,3.6
2015-03-05 01:00:00,7.2,0,0,0,5.8
2015-03-05 02:00:00,7.2,0,0,0,6.4
2015-03-05 03:00:00,7.2,0,0,0,4.4
2015-03-05 04:00:00,6.7,0,0,0,2.8
2015-03-05 05:00:00,7.8,0,0,0,4.4
2015-03-05 06:00:00,7.8,0,0,0,7.5
2015-03-05 07:00:00,8.9,5,0,5,9.7
2015-03-05 08:00:00,8.3,60,143,43,11.1
2015-03-05 09:00:00,8.9,249,461,116,14.2
2015-03-05 10:00:00,8.9,330,315,192,16.9
2015-03-05 11:00:00,7.2,153,0,153,16.9
2015-03-05 12:00:00,5,33,0,33,19.7
2015-03-05 13:00:00,3.3,26,0,26,22.2
2015-03-05 14:00:00,2.2,28,0,28,18.9
2015-03-05 15:00:00,2.2,37,0,37,11.1
2015-03-05 16:00:00,1.1,24,0,24,13.3
2015-03-05 17:00:00,-1.1,9,0,9,13.3
2015-03-05 18:00:00,-1.7,1,0,1,12.5
2015-03-05 19:00:00,-2.2,0,0,0,12.5
2015-03-05 20:00:00,-2.8,0,0,0,15.3
2015-03-05 21:00:00,-3.3,0,0,0,13.3
2015-03-05 22:00:00,-4.4,0,0,0,12.5
2015-03-05 23:00:00,-4.4,0,0,0,8.9
2015-03-06 00:00:00,-2.8,0,0,0,8.9
2015-03-06 01:00:00,-2.8,0,0,0,8.1
2015-03-06 02:00:00,-2.2,0,0,0,8.9
2015-03-06 03:00:00,-3.3,0,0,0,8.1
2015-03-06 04:00:00,-3.9,0,0,0,8.1
2015-03-06 05:00:00,-4.4,0,0,0,6.7
2015-03-06 06:00:00,-5,0,0,0,6.4
2015-03-06 07:00:00,-5,12,0,12,4.4
2015-03-06 08:00:00,-5,88,305,51,2.2
2015-03-06 09:00:00,-3.3,246,603,69,3.6
2015-03-06 10:00:00,-1.7,426,712,110,3.9
2015-03-06 11:00:00,-0.6,506,581,182,2.8
2015-03-06 12:00:00,0.6,564,464,272,4.4
2015-03-06 13:00:00,0.6,649,677,208,5
2015-03-06 14:00:00,1.7,661,870,116,5
2015-03-06 15:00:00,2.2,587,917,78,5.3
2015-03-06 16:00:00,2.8,444,866,64,6.7
2015-03-06 17:00:00,1.1,266,721,57,7.2
2015-03-06 18:00:00,0.6,80,419,32,6.7
2015-03-06 19:00:00,0,9,0,9,5.3
2015-03-06 20:00:00,-0.6,0,0,0,5.8
2015-03-06 21:00:00,0,0,0,0,5.8
2015-03-06 22:00:00,0,0,0,0,5
2015-03-06 23:00:00,0,0,0,0,4.4
2015-03-07 00:00:00,0.6,0,0,0,4.4
2015-03-07 01:00:00,0.6,0,0,0,3.9
2015-03-07 02:00:00,0.6,0,0,0,3.6
2015-03-07 03:00:00,0.6,0,0,0,5.8
2015-03-07 04:00:00,1.1,0,0,0,6.4
2015-03-07 05:00:00,1.1,0,0,0,7.5
2015-03-07 06:00:00,2.8,0,0,0,7.2
2015-03-07 07:00:00,5,10,0,10,8.9
2015-03-07 08:00:00,6.7,81,326,40,12.5
2015-03-07 09:00:00,7.8,259,653,64,16.9
2015-03-07 10:00:00,7.2,403,543,159,16.9
2015-03-07 11:00:00,6.1,321,101,264,15.3
2015-03-07 12:00:00,6.1,328,22,314,15.6
2015-03-07 13:00:00,6.1,417,84,362,15.6
2015-03-07 14:00:00,5,354,60,316,15.3
2015-03-07 15:00:00,5.6,317,56,286,11.7
2015-03-07 16:00:00,5,196,31,183,8.9
2015-03-07 17:00:00,4.4,165,124,129,6.4
2015-03-07 18:00:00,3.3,79,339,39,6.4
2015-03-07 19:00:00,1.7,10,0,10,3.9
2015-03-07 20:00:00,0.6,0,0,0,3.1
2015-03-07 21:00:00,-0.6,0,0,0,2.2
2015-03-07 22:00:00,-0.6,0,0,0,3.9
2015-03-07 23:00:00,-1.7,0,0,0,4.4
2015-03-08 00:00:00,-1.7,0,0,0,3.6
2015-03-08 01:00:00,-2.2,0,0,0,3.9
2015-03-08 02:00:00,-2.2,0,0,0,3.6
2015-03-08 03:00:00,-1.7,0,0,0,4.4
2015-03-08 04:00:00,-1.7,0,0,0,5.8
2015-03-08 05:00:00,-2.8,0,0,0,2.8
2015-03-08 06:00:00,-2.8,0,0,0,2.2
2015-03-08 07:00:00,-2.2,1,0,1,1.7
2015-03-08 08:00:00,-2.2,10,0,10,2.8
2015-03-08 09:00:00,-1.7,26,0,26,3.1
2015-03-08 10:00:00,-1.1,43,0,43,1.7
2015-03-08 11:00:00,-1.1,58,0,58,4.4
2015-03-08 12:00:00,-1.1,75,0,75,3.1
2015-03-08 13:00:00,-0.6,139,0,139,4.4
2015-03-08 14:00:00,-1.1,128,0,128,3.9
2015-03-08 15:00:00,-1.1,53,0,53,6.7
2015-03-08 16:00:00,-0.6,14,0,14,7.5
2015-03-08 17:00:00,-0.6,2,0,2,4.4
2015-03-08 18:00:00,0,0,0,0,6.4
2015-03-08 19:00:00,0,0,0,0,6.4
2015-03-08 20:00:00,0,0,0,0,8.9
2015-03-08 21:00:00,0,0,0,0,11.7
2015-03-08 22:00:00,0.6,0,0,0,6.7
2015-03-08 23:00:00,0.6,0,0,0,6.4
2015-03-09 00:00:00,0.6,0,0,0,5
2015-03-09 01:00:00,0.6,0,0,0,6.7
2015-03-09 02:00:00,0.6,0,0,0,5.3
2015-03-09 03:00:00,0.6,0,0,0,3.1
2015-03-09 04:00:00,0.6,0,0,0,1.4
2015-03-09 05:00:00,0.6,0,0,0,1.7
2015-03-09 06:00:00,0.6,0,0,0,2.8
2015-03-09 07:00:00,0.6,0,0,0,1.4
2015-03-09 08:00:00,0.6,1,0,1,4.4
2015-03-09 09:00:00,0,15,0,15,5.3
2015-03-09 10:00:00,0,54,0,54,5.8
2015-03-09 11:00:00,0,108,0,108,5.3
2015-03-09 12:00:00,0,123,0,123,4.4
2015-03-09 13:00:00,0,107,0,107,5.8
2015-03-09 14:00:00,0.6,158,0,158,5.8
2015-03-09 15:00:00,0,163,0,163,3.9
2015-03-09 16:00:00,-0.6,134,0,134,5.8
2015-03-09 17:00:00,-0.6,84,0,84,5
2015-03-09 18:00:00,-1.1,12,0,12,8.1
2015-03-09 19:00:00,-2.2,0,0,0,7.5
2015-03-09 20:00:00,-2.2,0,0,0,4.4
2015-03-09 21:00:00,-2.2,0,0,0,6.4
2015-03-09 22:00:00,-2.2,0,0,0,4.4
2015-03-09 23:00:00,-2.2,0,0,0,6.4
2015-03-10 00:00:00,-2.2,0,0,0,6.7
2015-03-10 01:00:00,-2.2,0,0,0,8.1
2015-03-10 02:00:00,-2.8,0,0,0,8.9
2015-03-10 03:00:00,-3.3,0,0,0,8.9
2015-03-10 04:00:00,-3.9,0,0,0,7.5
2015-03-10 05:00:00,-4.4,0,0,0,10.3
2015-03-10 06:00:00,-4.4,0,0,0,8.1
2015-03-10 07:00:00,-5,3,0,3,10.8
2015-03-10 08:00:00,-5,23,0,23,11.1
2015-03-10 09:00:00,-5,48,0,48,7.2
2015-03-10 10:00:00,-5,42,0,42,8.6
2015-03-10 11:00:00,-6.1,48,0,48,9.7
2015-03-10 12:00:00,-6.1,38,0,38,10.3
2015-03-10 13:00:00,-6.7,38,0,38,11.1
2015-03-10 14:00:00,-6.7,46,0,46,10.8
2015-03-10 15:00:00,-6.7,55,0,55,11.9
2015-03-10 16:00:00,-6.7,58,0,58,11.1
2015-03-10 17:00:00,-6.7,37,0,37,8.9
2015-03-10 18:00:00,-6.1,14,0,14,5.3
2015-03-10 19:00:00,-6.1,2,0,2,4.4
2015-03-10 20:00:00,-6.1,0,0,0,3.6
2015-03-10 21:00:00,-6.1,0,0,0,2.2
2015-03-10 22:00:00,-6.1,0,0,0,1.7
2015-03-10 23:00:00,-7.2,0,0,0,2.2
2015-03-11 00:00:00,-7.2,0,0,0,2.2
2015-03-11 01:00:00,-7.8,0,0,0,3.6
2015-03-11 02:00:00,-8.3,0,0,0,2.8
2015-03-11 03:00:00,-10,0,0,0,2.2
2015-03-11 04:00:00,-11.1,0,0,0,1.7
2015-03-11 05:00:00,-12.8,0,0,0,0
2015-03-11 06:00:00,-15.6,0,0,0,1.7
2015-03-11 07:00:00,-13.3,11,0,11,1.4
2015-03-11 08:00:00,-14.4,93,220,60,2.2
2015-03-11 09:00:00,-11.1,303,683,83,2.8
2015-03-11 10:00:00,-7.2,508,793,135,0
2015-03-11 11:00:00,-5,636,889,117,1.4
2015-03-11 12:00:00,-2.8,709,894,124,1.7
2015-03-11 13:00:00,-2.2,700,732,204,1.7
2015-03-11 14:00:00,-1.1,608,560,243,0.8
2015-03-11 15:00:00,-1.7,480,360,272,1.4
2015-03-11 16:00:00,-1.1,352,321,204,0.8
2015-03-11 17:00:00,-1.1,179,115,143,1.4
2015-03-11 18:00:00,-1.7,49,7,48,2.2
2015-03-11 19:00:00,-2.2,7,0,7,3.1
2015-03-11 20:00:00,-3.9,0,0,0,2.8
2015-03-11 21:00:00,-6.1,0,0,0,1.4
2015-03-11 22:00:00,-7.2,0,0,0,0
2015-03-11 23:00:00,-9.4,0,0,0,1.4
2015-03-12 00:00:00,-10.6,0,0,0,1.4
2015-03-12 01:00:00,-10.6,0,0,0,1.4
2015-03-12 02:00:00,-10.6,0,0,0,1.7
2015-03-12 03:00:00,-11.1,0,0,0,1.7
2015-03-12 04:00:00,-9.4,0,0,0,1.4
2015-03-12 05:00:00,-9.4,0,0,0,2.2
2015-03-12 06:00:00,-8.9,0,0,0,0.6
2015-03-12 07:00:00,-8.3,6,0,6,1.7
2015-03-12 08:00:00,-7.8,43,0,43,0.6
2015-03-12 09:00:00,-6.1,146,22,139,0.6
2015-03-12 10:00:00,-3.3,266,60,238,0.6
2015-03-12 11:00:00,-1.1,397,100,338,0.8
2015-03-12 12:00:00,0.6,433,83,378,1.4
2015-03-12 13:00:00,1.7,368,42,339,1.4
2015-03-12 14:00:00,2.2,230,1,229,5.3
2015-03-12 15:00:00,2.2,257,12,250,3.1
2015-03-12 16:00:00,1.7,229,13,224,4.4
2015-03-12 17:00:00,1.1,155,59,136,3.1
2015-03-12 18:00:00,1.1,66,66,57,1.7
2015-03-12 19:00:00,0.6,10,0,10,1.7
2015-03-12 20:00:00,-0.6,0,0,0,2.2
2015-03-12 21:00:00,-2.8,0,0,0,2.2
2015-03-12 22:00:00,-3.3,0,0,0,2.8
2015-03-12 23:00:00,-3.3,0,0,0,2.2
2015-03-13 00:00:00,-6.1,0,0,0,3.6
2015-03-13 01:00:00,-3.9,0,0,0,3.1
2015-03-13 02:00:00,-5,0,0,0,1.4
2015-03-13 03:00:00,-6.7,0,0,0,1.4
2015-03-13 04:00:00,-7.2,0,0,0,1.7
2015-03-13 05:00:00,-7.2,0,0,0,1.7
2015-03-13 06:00:00,-7.8,0,0,0,0
2015-03-13 07:00:00,-8.9,30,0,30,0
2015-03-13 08:00:00,-8.3,119,505,38,0
2015-03-13 09:00:00,-5,264,452,114,0
2015-03-13 10:00:00,-2.8,407,445,193,0
2015-03-13 11:00:00,0,438,304,257,2.8
2015-03-13 12:00:00,0,283,23,267,5.3
2015-03-13 13:00:00,0.6,182,1,181,5.3
2015-03-13 14:00:00,0.6,179,1,178,5
2015-03-13 15:00:00,1.1,222,2,221,3.1
2015-03-13 16:00:00,1.1,270,99,224,4.4
2015-03-13 17:00:00,1.1,196,145,149,2.2
2015-03-13 18:00:00,0.6,57,22,53,3.1
2015-03-13 19:00:00,0.6,7,0,7,4.4
2015-03-13 20:00:00,0,0,0,0,1.7
2015-03-13 21:00:00,0,0,0,0,2.2
2015-03-13 22:00:00,1.1,0,0,0,4.4
2015-03-13 23:00:00,0.6,0,0,0,4.4
2015-03-14 00:00:00,0.6,0,0,0,3.9
2015-03-14 01:00:00,1.1,0,0,0,3.1
2015-03-14 02:00:00,1.1,0,0,0,4.4
2015-03-14 03:00:00,1.7,0,0,0,3.6
2015-03-14 04:00:00,2.2,0,0,0,4.4
2015-03-14 05:00:00,2.2,0,0,0,3.9
2015-03-14 06:00:00,2.2,0,0,0,2.2
2015-03-14 07:00:00,2.8,1,0,1,0.8
2015-03-14 08:00:00,3.3,7,0,7,2.2
2015-03-14 09:00:00,2.8,32,0,32,6.4
2015-03-14 10:00:00,3.3,58,0,58,7.2
2015-03-14 11:00:00,4.4,79,0,79,5.3
2015-03-14 12:00:00,5,97,0,97,4.4
2015-03-14 13:00:00,5.6,88,0,88,5
2015-03-14 14:00:00,7.2,99,0,99,6.4
2015-03-14 15:00:00,7.8,102,0,102,7.2
2015-03-14 16:00:00,7.2,71,0,71,4.4
2015-03-14 17:00:00,7.2,26,0,26,6.7
2015-03-14 18:00:00,7.2,6,0,6,7.2
2015-03-14 19:00:00,7.8,1,0,1,8.1
2015-03-14 20:00:00,7.8,0,0,0,8.9
2015-03-14 21:00:00,7.2,0,0,0,10.3
2015-03-14 22:00:00,6.7,0,0,0,9.7
2015-03-14 23:00:00,4.4,0,0,0,12.5
2015-03-15 00:00:00,3.9,0,0,0,13.3
2015-03-15 01:00:00,3.3,0,0,0,11.7
2015-03-15 02:00:00,2.2,0,0,0,8.9
2015-03-15 03:00:00,1.7,0,0,0,8.9
2015-03-15 04:00:00,0,0,0,0,8.9
2015-03-15 05:00:00,1.1,0,0,0,8.6
2015-03-15 06:00:00,0.6,0,0,0,9.4
2015-03-15 07:00:00,0.6,30,0,30,8.9
2015-03-15 08:00:00,0.6,158,429,85,8.9
2015-03-15 09:00:00,1.7,357,726,107,8.6
2015-03-15 10:00:00,2.8,543,911,94,8.9
2015-03-15 11:00:00,3.3,681,977,90,9.4
2015-03-15 12:00:00,3.3,763,993,92,10.8
2015-03-15 13:00:00,3.9,777,990,86,9.7
2015-03-15 14:00:00,4.4,731,974,78,9.7
2015-03-15 15:00:00,4.4,636,953,69,10.8
2015-03-15 16:00:00,4.4,479,759,115,11.1
2015-03-15 17:00:00,3.9,281,535,106,10.8
2015-03-15 18:00:00,3.3,77,108,60,8.6
2015-03-15 19:00:00,2.8,9,0,9,6.7
2015-03-15 20:00:00,1.7,0,0,0,8.1
2015-03-15 21:00:00,0.6,0,0,0,6.7
2015-03-15 22:00:00,0,0,0,0,7.2
2015-03-15 23:00:00,-0.6,0,0,0,8.1
2015-03-16 00:00:00,-0.6,0,0,0,8.1
2015-03-16 01:00:00,-1.1,0,0,0,7.5
2015-03-16 02:00:00,-2.2,0,0,0,8.1
2015-03-16 03:00:00,-2.2,0,0,0,8.1
2015-03-16 04:00:00,-3.9,0,0,0,7.2
2015-03-16 05:00:00,-4.4,0,0,0,7.2
2015-03-16 06:00:00,-5,1,0,1,6.4
2015-03-16 07:00:00,-5.6,35,0,35,6.4
2015-03-16 08:00:00,-5.6,171,567,71,6.4
2015-03-16 09:00:00,-3.9,372,731,116,5.8
2015-03-16 10:00:00,-2.2,551,863,122,4.4
2015-03-16 11:00:00,-0.6,674,898,126,5.8
2015-03-16 12:00:00,1.1,745,903,131,5.3
2015-03-16 13:00:00,2.2,760,893,133,4.4
2015-03-16 14:00:00,3.3,708,756,199,3.9
2015-03-16 15:00:00,4.4,550,604,188,3.1
2015-03-16 16:00:00,2.8,359,288,220,5.3
2015-03-16 17:00:00,2.2,238,309,135,5
2015-03-16 18:00:00,1.7,74,64,64,5
2015-03-16 19:00:00,1.1,11,0,11,5
2015-03-16 20:00:00,0.6,1,0,1,3.1
2015-03-16 21:00:00,0,0,0,0,3.1
2015-03-16 22:00:00,0,0,0,0,3.6
2015-03-16 23:00:00,0.6,0,0,0,2.2
2015-03-17 00:00:00,0,0,0,0,2.2
2015-03-17 01:00:00,0,0,0,0,0
2015-03-17 02:00:00,0,0,0,0,1.7
2015-03-17 03:00:00,1.1,0,0,0,7.2
2015-03-17 04:00:00,-0.6,0,0,0,15.6
2015-03-17 05:00:00,-2.2,0,0,0,8.9
2015-03-17 06:00:00,-3.3,1,0,1,7.2
2015-03-17 07:00:00,-3.3,36,0,36,6.7
2015-03-17 08:00:00,-3.3,169,582,63,3.6
2015-03-17 09:00:00,-1.7,339,704,89,3.6
2015-03-17 10:00:00,-1.1,413,392,216,5.8
2015-03-17 11:00:00,-0.6,417,115,346,7.5
2015-03-17 12:00:00,-1.1,362,39,335,7.2
2015-03-17 13:00:00,0.6,461,90,398,8.9
2015-03-17 14:00:00,-0.6,362,41,334,8.1
2015-03-17 15:00:00,-1.7,171,0,171,8.1
2015-03-17 16:00:00,-0.6,182,10,177,10.8
2015-03-17 17:00:00,-1.1,201,150,151,8.9
2015-03-17 18:00:00,-2.2,107,351,51,8.1
2015-03-17 19:00:00,-2.8,22,0,22,8.1
2015-03-17 20:00:00,-4.4,1,0,1,9.7
2015-03-17 21:00:00,-5,0,0,0,12.5
2015-03-17 22:00:00,-5.6,0,0,0,9.7
2015-03-17 23:00:00,-5.6,0,0,0,13.1
2015-03-18 00:00:00,-6.1,0,0,0,13.3
2015-03-18 01:00:00,-6.1,0,0,0,8.9
2015-03-18 02:00:00,-7.2,0,0,0,8.9
2015-03-18 03:00:00,-7.2,0,0,0,8.9
2015-03-18 04:00:00,-6.7,0,0,0,8.1
2015-03-18 05:00:00,-6.7,0,0,0,8.9
2015-03-18 06:00:00,-7.2,0,0,0,6.7
2015-03-18 07:00:00,-6.7,26,1,26,8.1
2015-03-18 08:00:00,-7.8,138,463,51,6.4
2015-03-18 09:00:00,-7.8,339,696,88,7.2
2015-03-18 10:00:00,-8.3,538,855,103,8.1
2015-03-18 11:00:00,-6.7,684,891,130,8.1
2015-03-18 12:00:00,-5.6,694,686,220,8.1
2015-03-18 13:00:00,-5.6,708,714,199,7.5
2015-03-18 14:00:00,-5,552,302,346,9.7
2015-03-18 15:00:00,-5.6,512,374,284,8.1
2015-03-18 16:00:00,-6.1,436,549,167,7.5
2015-03-18 17:00:00,-6.1,218,169,161,10.8
2015-03-18 18:00:00,-6.7,84,81,71,11.7
2015-03-18 19:00:00,-6.7,17,0,17,11.7
2015-03-18 20:00:00,-7.2,0,0,0,4.4
2015-03-18 21:00:00,-7.8,0,0,0,5.3
2015-03-18 22:00:00,-7.8,0,0,0,5.3
2015-03-18 23:00:00,-7.8,0,0,0,6.7
2015-03-19 00:00:00,-7.8,0,0,0,5.8
2015-03-19 01:00:00,-7.8,0,0,0,3.6
2015-03-19 02:00:00,-8.3,0,0,0,3.1
2015-03-19 03:00:00,-8.3,0,0,0,3.9
2015-03-19 04:00:00,-8.3,0,0,0,3.6
2015-03-19 05:00:00,-8.9,0,0,0,3.1
2015-03-19 06:00:00,-8.9,0,0,0,2.8
2015-03-19 07:00:00,-9.4,44,29,43,4.4
2015-03-19 08:00:00,-8.3,193,583,80,3.9
2015-03-19 09:00:00,-7.2,393,740,121,7.5
2015-03-19 10:00:00,-6.1,572,868,126,6.7
2015-03-19 11:00:00,-5,709,982,93,7.5
2015-03-19 12:00:00,-3.9,785,995,93,7.2
2015-03-19 13:00:00,-2.8,807,996,93,7.2
2015-03-19 14:00:00,-2.2,756,904,134,7.2
2015-03-19 15:00:00,-2.2,648,945,69,7.2
2015-03-19 16:00:00,-3.3,505,881,69,6.4
2015-03-19 17:00:00,-2.8,319,733,67,6.4
2015-03-19 18:00:00,-3.3,122,474,42,6.4
2015-03-19 19:00:00,-5,22,0,22,5
2015-03-19 20:00:00,-5.6,0,0,0,5.3
2015-03-19 21:00:00,-6.1,0,0,0,2.8
2015-03-19 22:00:00,-6.1,0,0,0,3.6
2015-03-19 23:00:00,-6.1,0,0,0,5
2015-03-20 00:00:00,-6.1,0,0,0,8.1
2015-03-20 01:00:00,-6.1,0,0,0,4.4
2015-03-20 02:00:00,-6.1,0,0,0,5.8
2015-03-20 03:00:00,-6.7,0,0,0,6.4
2015-03-20 04:00:00,-7.2,0,0,0,3.6
2015-03-20 05:00:00,-7.8,0,0,0,5.3
2015-03-20 06:00:00,-7.8,1,0,1,5
2015-03-20 07:00:00,-7.8,30,15,29,3.1
2015-03-20 08:00:00,-7.2,117,237,70,3.9
2015-03-20 09:00:00,-5.6,265,286,158,3.6
2015-03-20 10:00:00,-3.3,492,643,157,0.8
2015-03-20 11:00:00,-1.7,603,686,169,2.2
2015-03-20 12:00:00,0,645,514,286,2.8
2015-03-20 13:00:00,1.1,661,495,304,3.6
2015-03-20 14:00:00,2.2,582,371,325,4.4
2015-03-20 15:00:00,1.7,499,320,301,6.7
2015-03-20 16:00:00,2.2,340,184,248,5.3
2015-03-20 17:00:00,2.2,165,52,147,4.4
2015-03-20 18:00:00,1.1,49,0,49,4.4
2015-03-20 19:00:00,0.6,8,0,8,4.4
2015-03-20 20:00:00,-0.6,0,0,0,2.8
2015-03-20 21:00:00,-0.6,0,0,0,1.7
2015-03-20 22:00:00,0,0,0,0,1.7
2015-03-20 23:00:00,0,0,0,0,3.6
2015-03-21 00:00:00,0.6,0,0,0,3.1
2015-03-21 01:00:00,1.1,0,0,0,3.6
2015-03-21 02:00:00,0.6,0,0,0,7.2
2015-03-21 03:00:00,0.6,0,0,0,4.4
2015-03-21 04:00:00,0,0,0,0,6.7
2015-03-21 05:00:00,0,0,0,0,5.8
2015-03-21 06:00:00,-0.6,1,0,1,5.3
2015-03-21 07:00:00,-0.6,13,0,13,3.9
2015-03-21 08:00:00,0,59,0,59,4.4
2015-03-21 09:00:00,0.6,133,6,131,5.8
2015-03-21 10:00:00,2.2,223,32,207,6.4
2015-03-21 11:00:00,3.3,257,8,253,6.4
2015-03-21 12:00:00,3.9,240,4,237,5.8
2015-03-21 13:00:00,3.9,189,1,188,4.4
2015-03-21 14:00:00,3.9,140,0,140,6.4
2015-03-21 15:00:00,3.3,92,0,92,4.4
2015-03-21 16:00:00,3.9,37,0,37,4.4
2015-03-21 17:00:00,2.8,8,0,8,6.7
2015-03-21 18:00:00,1.7,1,0,1,4.4
2015-03-21 19:00:00,1.7,0,0,0,3.6
2015-03-21 20:00:00,0.6,0,0,0,3.9
2015-03-21 21:00:00,0.6,0,0,0,4.4
2015-03-21 22:00:00,0.6,0,0,0,3.6
2015-03-21 23:00:00,1.1,0,0,0,3.9
2015-03-22 00:00:00,1.1,0,0,0,3.6
2015-03-22 01:00:00,0,0,0,0,3.6
2015-03-22 02:00:00,0.6,0,0,0,3.1
2015-03-22 03:00:00,1.1,0,0,0,3.1
2015-03-22 04:00:00,0.6,0,0,0,3.1
2015-03-22 05:00:00,0.6,0,0,0,3.1
2015-03-22 06:00:00,-0.6,1,0,1,5
2015-03-22 07:00:00,-0.6,46,82,41,6.7
2015-03-22 08:00:00,0,188,638,53,8.6
2015-03-22 09:00:00,1.1,379,787,77,8.9
2015-03-22 10:00:00,1.7,567,914,82,7.5
2015-03-22 11:00:00,1.7,705,974,79,7.5
2015-03-22 12:00:00,2.8,796,992,91,10.8
2015-03-22 13:00:00,3.9,821,912,155,8.1
2015-03-22 14:00:00,3.9,668,628,227,8.9
2015-03-22 15:00:00,4.4,611,661,198,6.7
2015-03-22 16:00:00,3.3,521,782,124,8.9
2015-03-22 17:00:00,2.2,317,601,104,8.1
2015-03-22 18:00:00,0.6,117,281,66,7.2
2015-03-22 19:00:00,-0.6,3,0,3,5
2015-03-22 20:00:00,-1.7,0,0,0,5.8
2015-03-22 21:00:00,-2.8,0,0,0,6.7
2015-03-22 22:00:00,-2.8,0,0,0,5.3
2015-03-22 23:00:00,-3.3,0,0,0,4.4
2015-03-23 00:00:00,-3.3,0,0,0,3.6
2015-03-23 01:00:00,-3.3,0,0,0,4.4
2015-03-23 02:00:00,-3.9,0,0,0,3.9
2015-03-23 03:00:00,-4.4,0,0,0,4.4
2015-03-23 04:00:00,-4.4,0,0,0,3.6
2015-03-23 05:00:00,-5,0,0,0,3.6
2015-03-23 06:00:00,-5.6,1,0,1,3.6
2015-03-23 07:00:00,-5,57,89,51,3.6
2015-03-23 08:00:00,-2.8,210,643,71,3.9
2015-03-23 09:00:00,-0.6,406,749,114,1.7
2015-03-23 10:00:00,1.1,578,867,113,3.1
2015-03-23 11:00:00,1.7,710,974,80,3.1
2015-03-23 12:00:00,2.2,788,982,85,6.7
2015-03-23 13:00:00,2.8,807,979,87,4.4
2015-03-23 14:00:00,2.8,757,883,133,3.1
2015-03-23 15:00:00,3.3,646,822,129,3.1
2015-03-23 16:00:00,3.3,523,836,96,1.7
2015-03-23 17:00:00,3.3,339,702,88,3.9
2015-03-23 18:00:00,2.2,131,372,63,3.6
2015-03-23 19:00:00,0.6,26,0,26,3.1
2015-03-23 20:00:00,0.6,1,0,1,4.4
2015-03-23 21:00:00,-0.6,0,0,0,3.6
2015-03-23 22:00:00,-0.6,0,0,0,3.9
2015-03-23 23:00:00,-0.6,0,0,0,2.2
2015-03-24 00:00:00,-0.6,0,0,0,3.1
2015-03-24 01:00:00,-0.6,0,0,0,3.1
2015-03-24 02:00:00,-0.6,0,0,0,2.8
2015-03-24 03:00:00,0,0,0,0,3.1
2015-03-24 04:00:00,0,0,0,0,1.7
2015-03-24 05:00:00,-0.6,0,0,0,1.7
2015-03-24 06:00:00,-1.1,0,0,0,2.2
2015-03-24 07:00:00,0,5,0,5,1.4
2015-03-24 08:00:00,0.6,111,81,94,0
2015-03-24 09:00:00,2.8,271,248,173,2.2
2015-03-24 10:00:00,5.6,443,378,238,5
2015-03-24 11:00:00,7.2,568,451,274,3.1
2015-03-24 12:00:00,10,667,620,220,3.9
2015-03-24 13:00:00,11.1,722,724,186,5.8
2015-03-24 14:00:00,11.1,672,671,196,5
2015-03-24 15:00:00,12.8,555,541,212,4.4
2015-03-24 16:00:00,18.3,414,431,191,9.7
2015-03-24 17:00:00,17.2,234,227,152,8.9
2015-03-24 18:00:00,16.1,64,1,64,5.3
2015-03-24 19:00:00,13.3,1,0,1,6.4
2015-03-24 20:00:00,12.2,0,0,0,6.7
2015-03-24 21:00:00,10,0,0,0,11.9
2015-03-24 22:00:00,8.3,0,0,0,8.1
2015-03-24 23:00:00,7.2,0,0,0,6.4
2015-03-25 00:00:00,5.6,0,0,0,6.7
2015-03-25 01:00:00,3.3,0,0,0,5.8
2015-03-25 02:00:00,2.8,0,0,0,3.1
2015-03-25 03:00:00,2.2,0,0,0,3.1
2015-03-25 04:00:00,1.7,0,0,0,2.8
2015-03-25 05:00:00,1.7,0,0,0,0.8
2015-03-25 06:00:00,1.7,0,0,0,1.7
2015-03-25 07:00:00,1.7,0,0,0,2.2
2015-03-25 08:00:00,1.7,3,0,3,1.7
2015-03-25 09:00:00,2.2,33,0,33,2.2
2015-03-25 10:00:00,2.8,58,0,58,4.4
2015-03-25 11:00:00,2.2,97,0,97,3.6
2015-03-25 12:00:00,2.8,95,0,95,3.9
2015-03-25 13:00:00,3.3,87,0,87,4.4
2015-03-25 14:00:00,3.9,120,0,120,3.1
2015-03-25 15:00:00,4.4,203,2,202,2.8
2015-03-25 16:00:00,5,172,1,172,4.4
2015-03-25 17:00:00,5,76,0,76,3.9
2015-03-25 18:00:00,4.4,13,0,13,3.6
2015-03-25 19:00:00,4.4,0,0,0,2.2
2015-03-25 20:00:00,3.3,0,0,0,2.2
2015-03-25 21:00:00,2.8,0,0,0,3.1
2015-03-25 22:00:00,1.7,0,0,0,3.1
2015-03-25 23:00:00,1.1,0,0,0,4.4
2015-03-26 00:00:00,1.1,0,0,0,4.4
2015-03-26 01:00:00,0.6,0,0,0,5.3
